,PlantType,DataSource,ATBTechnologyType,FuelType,ThermalOrRenewableOrStorage,Capacity (MW),Heat Rate (Btu/kWh),CAPEX(2012$/MW),FOM(2012$/MW/yr),VOM(2012$/MWh),NSPSCompliant,NOxEmRate(lb/MMBtu),SO2EmRate(lb/MMBtu),CO2EmRate(lb/MMBtu),Lifetime(years),FuelPrice($/MMBtu),SO2 Scrubber,CoalType,Efficiency,Nameplate Energy Capacity (MWh),Minimum Energy Capacity (MWh),Maximum Charge Rate (MW),ECAPEX(2012$/MWH),PlantCategory,MinDownTime(hrs),RampRate(MW/hr),StartCost($),MinLoad(MWh),RandOpCostAdder($/MWh),OpCost($/MWh),RegOfferElig,RegOfferCost($/MW),FlexOfferElig,ContOfferElig,region,Latitude,Longitude,geometry,index_right,OBJECTID,PCA_REG,Shape_Leng,Shape_Area,PCA_Code,RTO_Code,GAMS Symbol
461,windlat40.99lon-105.06,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,CO,40.99,-105.06,POINT (-105.06 40.99),32.0,33.0,33.0,20.7799157782,13.0007552137,p33,rto5,windlat40.99lon-105.06CO
462,windlat40.99lon-103.55,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,CO,40.99,-103.55,POINT (-103.55 40.99),32.0,33.0,33.0,20.7799157782,13.0007552137,p33,rto5,windlat40.99lon-103.55CO
463,windlat40.99lon-102.06,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,CO,40.99,-102.06,POINT (-102.06 40.99),32.0,33.0,33.0,20.7799157782,13.0007552137,p33,rto5,windlat40.99lon-102.06CO
464,solarlat38.99lon-105.06,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,CO,38.99,-105.06,POINT (-105.06 38.99),32.0,33.0,33.0,20.7799157782,13.0007552137,p33,rto5,solarlat38.99lon-105.06CO
465,solarlat39.49lon-107.56,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,CO,39.49,-107.56,POINT (-107.56 39.49),32.0,33.0,33.0,20.7799157782,13.0007552137,p33,rto5,solarlat39.49lon-107.56CO
466,solarlat39.49lon-105.56,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,CO,39.49,-105.56,POINT (-105.56 39.49),32.0,33.0,33.0,20.7799157782,13.0007552137,p33,rto5,solarlat39.49lon-105.56CO
467,solarlat39.99lon-108.06,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,CO,39.99,-108.06,POINT (-108.06 39.99),32.0,33.0,33.0,20.7799157782,13.0007552137,p33,rto5,solarlat39.99lon-108.06CO
468,solarlat39.99lon-106.06,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,CO,39.99,-106.06,POINT (-106.06 39.99),32.0,33.0,33.0,20.7799157782,13.0007552137,p33,rto5,solarlat39.99lon-106.06CO
469,solarlat39.99lon-104.06,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,CO,39.99,-104.06,POINT (-104.06 39.99),32.0,33.0,33.0,20.7799157782,13.0007552137,p33,rto5,solarlat39.99lon-104.06CO
470,solarlat39.99lon-102.06,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,CO,39.99,-102.06,POINT (-102.06 39.99),32.0,33.0,33.0,20.7799157782,13.0007552137,p33,rto5,solarlat39.99lon-102.06CO
471,solarlat40.49lon-107.06,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,CO,40.49,-107.06,POINT (-107.06 40.49),32.0,33.0,33.0,20.7799157782,13.0007552137,p33,rto5,solarlat40.49lon-107.06CO
472,solarlat40.49lon-105.06,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,CO,40.49,-105.06,POINT (-105.06 40.49),32.0,33.0,33.0,20.7799157782,13.0007552137,p33,rto5,solarlat40.49lon-105.06CO
473,solarlat40.49lon-103.06,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,CO,40.49,-103.06,POINT (-103.06 40.49),32.0,33.0,33.0,20.7799157782,13.0007552137,p33,rto5,solarlat40.49lon-103.06CO
474,solarlat40.99lon-108.06,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,CO,40.99,-108.06,POINT (-108.06 40.99),32.0,33.0,33.0,20.7799157782,13.0007552137,p33,rto5,solarlat40.99lon-108.06CO
475,solarlat40.99lon-106.06,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,CO,40.99,-106.06,POINT (-106.06 40.99),32.0,33.0,33.0,20.7799157782,13.0007552137,p33,rto5,solarlat40.99lon-106.06CO
476,solarlat40.99lon-104.06,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,CO,40.99,-104.06,POINT (-104.06 40.99),32.0,33.0,33.0,20.7799157782,13.0007552137,p33,rto5,solarlat40.99lon-104.06CO
477,solarlat40.99lon-102.06,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,CO,40.99,-102.06,POINT (-102.06 40.99),32.0,33.0,33.0,20.7799157782,13.0007552137,p33,rto5,solarlat40.99lon-102.06CO
478,windlat40.0lon-110.05,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,UT,40.0,-110.05,POINT (-110.05 40),25.0,26.0,26.0,12.1112897395,3.65056895072,p26,rto2,windlat40.0lon-110.05UT
479,windlat40.5lon-110.55,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,UT,40.5,-110.55,POINT (-110.55 40.5),25.0,26.0,26.0,12.1112897395,3.65056895072,p26,rto2,windlat40.5lon-110.55UT
480,windlat41.0lon-111.55,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,UT,41.0,-111.55,POINT (-111.55 41),25.0,26.0,26.0,12.1112897395,3.65056895072,p26,rto2,windlat41.0lon-111.55UT
481,solarlat40.0lon-109.55,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,UT,40.0,-109.55,POINT (-109.55 40),25.0,26.0,26.0,12.1112897395,3.65056895072,p26,rto2,solarlat40.0lon-109.55UT
482,solarlat40.5lon-110.55,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,UT,40.5,-110.55,POINT (-110.55 40.5),25.0,26.0,26.0,12.1112897395,3.65056895072,p26,rto2,solarlat40.5lon-110.55UT
483,solarlat41.0lon-111.55,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,UT,41.0,-111.55,POINT (-111.55 41),25.0,26.0,26.0,12.1112897395,3.65056895072,p26,rto2,solarlat41.0lon-111.55UT
484,solarlat41.5lon-111.05,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,UT,41.5,-111.05,POINT (-111.05 41.5),25.0,26.0,26.0,12.1112897395,3.65056895072,p26,rto2,solarlat41.5lon-111.05UT
485,windlat41.22lon-105.05,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,WY,41.22,-105.05,POINT (-105.05 41.22),23.0,24.0,24.0,12.9113496403,8.91711648995,p24,rto5,windlat41.22lon-105.05WY
486,windlat41.49lon-106.06,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,WY,41.49,-106.06,POINT (-106.06 41.49),23.0,24.0,24.0,12.9113496403,8.91711648995,p24,rto5,windlat41.49lon-106.06WY
487,windlat41.49lon-104.06,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,WY,41.49,-104.06,POINT (-104.06 41.49),23.0,24.0,24.0,12.9113496403,8.91711648995,p24,rto5,windlat41.49lon-104.06WY
488,windlat41.72lon-106.05,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,WY,41.72,-106.05,POINT (-106.05 41.72),23.0,24.0,24.0,12.9113496403,8.91711648995,p24,rto5,windlat41.72lon-106.05WY
489,windlat41.99lon-106.56,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,WY,41.99,-106.56,POINT (-106.56 41.99),23.0,24.0,24.0,12.9113496403,8.91711648995,p24,rto5,windlat41.99lon-106.56WY
490,windlat41.99lon-104.56,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,WY,41.99,-104.56,POINT (-104.56 41.99),23.0,24.0,24.0,12.9113496403,8.91711648995,p24,rto5,windlat41.99lon-104.56WY
491,windlat42.0lon-106.15,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,WY,42.0,-106.15,POINT (-106.15 42),23.0,24.0,24.0,12.9113496403,8.91711648995,p24,rto5,windlat42.0lon-106.15WY
492,windlat42.49lon-106.06,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,WY,42.49,-106.06,POINT (-106.06 42.49),23.0,24.0,24.0,12.9113496403,8.91711648995,p24,rto5,windlat42.49lon-106.06WY
493,windlat42.49lon-104.06,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,WY,42.49,-104.06,POINT (-104.06 42.49),23.0,24.0,24.0,12.9113496403,8.91711648995,p24,rto5,windlat42.49lon-104.06WY
494,windlat42.99lon-106.56,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,WY,42.99,-106.56,POINT (-106.56 42.99),23.0,24.0,24.0,12.9113496403,8.91711648995,p24,rto5,windlat42.99lon-106.56WY
495,windlat42.99lon-104.56,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,WY,42.99,-104.56,POINT (-104.56 42.99),23.0,24.0,24.0,12.9113496403,8.91711648995,p24,rto5,windlat42.99lon-104.56WY
496,windlat43.0lon-106.05,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,WY,43.0,-106.05,POINT (-106.05 43),23.0,24.0,24.0,12.9113496403,8.91711648995,p24,rto5,windlat43.0lon-106.05WY
497,windlat43.49lon-106.56,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,WY,43.49,-106.56,POINT (-106.56 43.49),23.0,24.0,24.0,12.9113496403,8.91711648995,p24,rto5,windlat43.49lon-106.56WY
498,windlat43.49lon-104.56,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,WY,43.49,-104.56,POINT (-104.56 43.49),23.0,24.0,24.0,12.9113496403,8.91711648995,p24,rto5,windlat43.49lon-104.56WY
499,solarlat41.49lon-107.56,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,WY,41.49,-107.56,POINT (-107.56 41.49),23.0,24.0,24.0,12.9113496403,8.91711648995,p24,rto5,solarlat41.49lon-107.56WY
500,solarlat41.49lon-105.56,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,WY,41.49,-105.56,POINT (-105.56 41.49),23.0,24.0,24.0,12.9113496403,8.91711648995,p24,rto5,solarlat41.49lon-105.56WY
501,solarlat41.99lon-105.56,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,WY,41.99,-105.56,POINT (-105.56 41.99),23.0,24.0,24.0,12.9113496403,8.91711648995,p24,rto5,solarlat41.99lon-105.56WY
502,solarlat42.49lon-107.06,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,WY,42.49,-107.06,POINT (-107.06 42.49),23.0,24.0,24.0,12.9113496403,8.91711648995,p24,rto5,solarlat42.49lon-107.06WY
503,solarlat42.49lon-105.06,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,WY,42.49,-105.06,POINT (-105.06 42.49),23.0,24.0,24.0,12.9113496403,8.91711648995,p24,rto5,solarlat42.49lon-105.06WY
504,solarlat42.99lon-105.56,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,WY,42.99,-105.56,POINT (-105.56 42.99),23.0,24.0,24.0,12.9113496403,8.91711648995,p24,rto5,solarlat42.99lon-105.56WY
505,solarlat43.49lon-106.06,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,WY,43.49,-106.06,POINT (-106.06 43.49),23.0,24.0,24.0,12.9113496403,8.91711648995,p24,rto5,solarlat43.49lon-106.06WY
506,solarlat43.49lon-104.06,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,WY,43.49,-104.06,POINT (-104.06 43.49),23.0,24.0,24.0,12.9113496403,8.91711648995,p24,rto5,solarlat43.49lon-104.06WY
507,windlat41.49lon-110.06,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,WY,41.49,-110.06,POINT (-110.06 41.49),20.0,21.0,21.0,16.2267059698,14.1568726343,p21,rto2,windlat41.49lon-110.06WY
508,windlat41.49lon-108.06,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,WY,41.49,-108.06,POINT (-108.06 41.49),20.0,21.0,21.0,16.2267059698,14.1568726343,p21,rto2,windlat41.49lon-108.06WY
509,windlat41.99lon-110.56,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,WY,41.99,-110.56,POINT (-110.56 41.99),20.0,21.0,21.0,16.2267059698,14.1568726343,p21,rto2,windlat41.99lon-110.56WY
510,windlat41.99lon-108.56,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,WY,41.99,-108.56,POINT (-108.56 41.99),20.0,21.0,21.0,16.2267059698,14.1568726343,p21,rto2,windlat41.99lon-108.56WY
511,windlat42.49lon-110.06,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,WY,42.49,-110.06,POINT (-110.06 42.49),20.0,21.0,21.0,16.2267059698,14.1568726343,p21,rto2,windlat42.49lon-110.06WY
512,windlat42.49lon-108.06,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,WY,42.49,-108.06,POINT (-108.06 42.49),20.0,21.0,21.0,16.2267059698,14.1568726343,p21,rto2,windlat42.49lon-108.06WY
513,windlat42.99lon-110.56,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,WY,42.99,-110.56,POINT (-110.56 42.99),20.0,21.0,21.0,16.2267059698,14.1568726343,p21,rto2,windlat42.99lon-110.56WY
514,windlat42.99lon-108.56,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,WY,42.99,-108.56,POINT (-108.56 42.99),20.0,21.0,21.0,16.2267059698,14.1568726343,p21,rto2,windlat42.99lon-108.56WY
515,windlat43.49lon-110.56,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,WY,43.49,-110.56,POINT (-110.56 43.49),20.0,21.0,21.0,16.2267059698,14.1568726343,p21,rto2,windlat43.49lon-110.56WY
516,windlat43.49lon-108.56,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,WY,43.49,-108.56,POINT (-108.56 43.49),20.0,21.0,21.0,16.2267059698,14.1568726343,p21,rto2,windlat43.49lon-108.56WY
517,windlat43.99lon-109.56,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,WY,43.99,-109.56,POINT (-109.56 43.99),20.0,21.0,21.0,16.2267059698,14.1568726343,p21,rto2,windlat43.99lon-109.56WY
518,windlat43.99lon-107.56,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,WY,43.99,-107.56,POINT (-107.56 43.99),20.0,21.0,21.0,16.2267059698,14.1568726343,p21,rto2,windlat43.99lon-107.56WY
519,windlat44.49lon-110.56,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,WY,44.49,-110.56,POINT (-110.56 44.49),20.0,21.0,21.0,16.2267059698,14.1568726343,p21,rto2,windlat44.49lon-110.56WY
520,windlat44.49lon-108.56,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,WY,44.49,-108.56,POINT (-108.56 44.49),20.0,21.0,21.0,16.2267059698,14.1568726343,p21,rto2,windlat44.49lon-108.56WY
521,windlat44.99lon-110.06,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,WY,44.99,-110.06,POINT (-110.06 44.99),20.0,21.0,21.0,16.2267059698,14.1568726343,p21,rto2,windlat44.99lon-110.06WY
522,windlat44.99lon-108.06,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,WY,44.99,-108.06,POINT (-108.06 44.99),20.0,21.0,21.0,16.2267059698,14.1568726343,p21,rto2,windlat44.99lon-108.06WY
523,solarlat41.49lon-109.56,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,WY,41.49,-109.56,POINT (-109.56 41.49),20.0,21.0,21.0,16.2267059698,14.1568726343,p21,rto2,solarlat41.49lon-109.56WY
524,solarlat41.99lon-109.56,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,WY,41.99,-109.56,POINT (-109.56 41.99),20.0,21.0,21.0,16.2267059698,14.1568726343,p21,rto2,solarlat41.99lon-109.56WY
525,solarlat41.99lon-107.56,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,WY,41.99,-107.56,POINT (-107.56 41.99),20.0,21.0,21.0,16.2267059698,14.1568726343,p21,rto2,solarlat41.99lon-107.56WY
526,solarlat42.49lon-109.06,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,WY,42.49,-109.06,POINT (-109.06 42.49),20.0,21.0,21.0,16.2267059698,14.1568726343,p21,rto2,solarlat42.49lon-109.06WY
